assigned_cen	chr	window_start	window_end	window_midpoint	window_length_bp	selected_distinct_kmers	target_map_hits	cenhap_strength_units	cenhap_strength_blocks	block_bp	selected_kmers_per_100kb	target_map_hits_per_100kb	units_per_100kb	blocks_per_100kb
CEN1	Chr1	16425000	16524999	16474999	100000	803	11284	9	643	26886	803.000000	11284.000000	9.000000	643.000000
CEN1	Chr1	16450000	16549999	16499999	100000	909	14099	7	712	31685	909.000000	14099.000000	7.000000	712.000000
CEN1	Chr1	16475000	16574999	16524999	100000	903	16248	8	785	35733	903.000000	16248.000000	8.000000	785.000000
CEN1	Chr1	16500000	16599999	16549999	100000	901	19442	7	900	41739	901.000000	19442.000000	7.000000	900.000000
CEN1	Chr1	16525000	16624999	16574999	100000	743	21498	4	961	45178	743.000000	21498.000000	4.000000	961.000000
CEN1	Chr1	16550000	16649999	16599999	100000	726	22108	4	1019	46906	726.000000	22108.000000	4.000000	1019.000000
CEN1	Chr1	16575000	16674999	16624999	100000	710	22846	3	1039	48049	710.000000	22846.000000	3.000000	1039.000000
CEN1	Chr1	16600000	16699999	16649999	100000	767	22621	3	1037	47842	767.000000	22621.000000	3.000000	1037.000000
CEN1	Chr1	16625000	16724999	16674999	100000	850	21476	4	1017	46357	850.000000	21476.000000	4.000000	1017.000000
CEN1	Chr1	16650000	16749999	16699999	100000	961	19672	6	978	43697	961.000000	19672.000000	6.000000	978.000000
CEN1	Chr1	16675000	16774999	16724999	100000	1097	17398	7	917	40520	1097.000000	17398.000000	7.000000	917.000000
CEN1	Chr1	16700000	16799999	16749999	100000	1029	16447	9	867	39533	1029.000000	16447.000000	9.000000	867.000000
CEN1	Chr1	16725000	16824999	16774999	100000	907	15990	8	817	38815	907.000000	15990.000000	8.000000	817.000000
CEN1	Chr1	16750000	16849999	16799999	100000	769	16367	5	783	38982	769.000000	16367.000000	5.000000	783.000000
CEN1	Chr1	16775000	16874999	16824999	100000	792	19117	5	829	43073	792.000000	19117.000000	5.000000	829.000000
CEN1	Chr1	16800000	16899999	16849999	100000	849	19998	7	852	44051	849.000000	19998.000000	7.000000	852.000000
CEN1	Chr1	16825000	16924999	16874999	100000	875	20195	6	893	44634	875.000000	20195.000000	6.000000	893.000000
CEN1	Chr1	16850000	16949999	16899999	100000	937	20510	7	951	46083	937.000000	20510.000000	7.000000	951.000000
CEN1	Chr1	16875000	16974999	16924999	100000	801	18446	7	920	42529	801.000000	18446.000000	7.000000	920.000000
CEN1	Chr1	16900000	16999999	16949999	100000	903	16504	10	877	39085	903.000000	16504.000000	10.000000	877.000000
CEN1	Chr1	16900001	17000000	16950000	100000	903	16505	10	877	39086	903.000000	16505.000000	10.000000	877.000000
CEN2	Chr2	4800000	4899999	4849999	100000	645	9997	13	519	24857	645.000000	9997.000000	13.000000	519.000000
CEN2	Chr2	4825000	4924999	4874999	100000	580	9687	9	516	25219	580.000000	9687.000000	9.000000	516.000000
CEN2	Chr2	4850000	4949999	4899999	100000	518	10676	10	612	27753	518.000000	10676.000000	10.000000	612.000000
CEN2	Chr2	4875000	4974999	4924999	100000	531	11812	12	710	30454	531.000000	11812.000000	12.000000	710.000000
CEN2	Chr2	4900000	4999999	4949999	100000	613	11798	16	744	30042	613.000000	11798.000000	16.000000	744.000000
CEN2	Chr2	4925000	5024999	4974999	100000	600	11582	15	744	29171	600.000000	11582.000000	15.000000	744.000000
CEN2	Chr2	4950000	5049999	4999999	100000	587	11005	13	683	27544	587.000000	11005.000000	13.000000	683.000000
CEN2	Chr2	4975000	5074999	5024999	100000	583	10466	16	637	26198	583.000000	10466.000000	16.000000	637.000000
CEN2	Chr2	5000000	5099999	5049999	100000	537	10266	18	628	25723	537.000000	10266.000000	18.000000	628.000000
CEN2	Chr2	5025000	5124999	5074999	100000	509	11095	21	652	27139	509.000000	11095.000000	21.000000	652.000000
CEN2	Chr2	5050000	5149999	5099999	100000	475	11530	19	648	27375	475.000000	11530.000000	19.000000	648.000000
CEN2	Chr2	5075000	5174999	5124999	100000	488	12096	16	628	27737	488.000000	12096.000000	16.000000	628.000000
CEN2	Chr2	5100000	5199999	5149999	100000	382	12026	8	594	27226	382.000000	12026.000000	8.000000	594.000000
CEN2	Chr2	5125000	5224999	5174999	100000	393	11300	5	573	25958	393.000000	11300.000000	5.000000	573.000000
CEN2	Chr2	5150000	5249999	5199999	100000	373	11132	8	576	26337	373.000000	11132.000000	8.000000	576.000000
CEN2	Chr2	5175000	5274999	5224999	100000	615	11042	12	603	26777	615.000000	11042.000000	12.000000	603.000000
CEN2	Chr2	5200000	5299999	5249999	100000	653	11402	14	652	28267	653.000000	11402.000000	14.000000	652.000000
CEN2	Chr2	5225000	5324999	5274999	100000	679	11945	15	696	29506	679.000000	11945.000000	15.000000	696.000000
CEN2	Chr2	5250000	5349999	5299999	100000	618	11768	10	656	27915	618.000000	11768.000000	10.000000	656.000000
CEN2	Chr2	5275000	5374999	5324999	100000	524	11546	8	601	26530	524.000000	11546.000000	8.000000	601.000000
CEN2	Chr2	5300000	5399999	5349999	100000	432	11335	5	541	24895	432.000000	11335.000000	5.000000	541.000000
CEN2	Chr2	5325000	5424999	5374999	100000	395	12240	4	536	26331	395.000000	12240.000000	4.000000	536.000000
CEN2	Chr2	5350000	5449999	5399999	100000	505	13883	7	616	30155	505.000000	13883.000000	7.000000	616.000000
CEN2	Chr2	5375000	5474999	5424999	100000	501	15116	5	685	33095	501.000000	15116.000000	5.000000	685.000000
CEN2	Chr2	5400000	5499999	5449999	100000	509	16261	7	748	35791	509.000000	16261.000000	7.000000	748.000000
CEN2	Chr2	5425000	5524999	5474999	100000	457	15479	9	726	34515	457.000000	15479.000000	9.000000	726.000000
CEN2	Chr2	5450000	5549999	5499999	100000	353	14521	8	723	33507	353.000000	14521.000000	8.000000	723.000000
CEN2	Chr2	5475000	5574999	5524999	100000	404	14335	9	735	33519	404.000000	14335.000000	9.000000	735.000000
CEN2	Chr2	5500000	5599999	5549999	100000	413	14383	8	748	33913	413.000000	14383.000000	8.000000	748.000000
CEN2	Chr2	5525000	5624999	5574999	100000	505	15112	7	771	35516	505.000000	15112.000000	7.000000	771.000000
CEN2	Chr2	5550000	5649999	5599999	100000	504	15468	6	768	35664	504.000000	15468.000000	6.000000	768.000000
CEN2	Chr2	5575000	5674999	5624999	100000	503	15372	5	783	35745	503.000000	15372.000000	5.000000	783.000000
CEN2	Chr2	5600000	5699999	5649999	100000	549	15031	4	788	35279	549.000000	15031.000000	4.000000	788.000000
CEN2	Chr2	5625000	5724999	5674999	100000	529	12804	5	713	30316	529.000000	12804.000000	5.000000	713.000000
CEN2	Chr2	5650000	5749999	5699999	100000	543	12248	7	696	29049	543.000000	12248.000000	7.000000	696.000000
CEN2	Chr2	5675000	5774999	5724999	100000	532	11531	7	646	27068	532.000000	11531.000000	7.000000	646.000000
CEN2	Chr2	5700000	5799999	5749999	100000	624	10989	12	627	26017	624.000000	10989.000000	12.000000	627.000000
CEN2	Chr2	5725000	5824999	5774999	100000	699	11761	13	695	28586	699.000000	11761.000000	13.000000	695.000000
CEN2	Chr2	5750000	5849999	5799999	100000	713	11801	10	727	29792	713.000000	11801.000000	10.000000	727.000000
CEN2	Chr2	5775000	5874999	5824999	100000	676	11940	11	755	30691	676.000000	11940.000000	11.000000	755.000000
CEN2	Chr2	5800000	5899999	5849999	100000	571	10922	10	709	28618	571.000000	10922.000000	10.000000	709.000000
CEN2	Chr2	5825000	5924999	5874999	100000	590	10577	11	662	27040	590.000000	10577.000000	11.000000	662.000000
CEN2	Chr2	5850000	5949999	5899999	100000	570	9822	11	603	24427	570.000000	9822.000000	11.000000	603.000000
CEN2	Chr2	5875000	5974999	5924999	100000	527	8679	10	514	21252	527.000000	8679.000000	10.000000	514.000000
CEN2	Chr2	5900000	5999999	5949999	100000	407	9804	10	537	23222	407.000000	9804.000000	10.000000	537.000000
CEN2	Chr2	5925000	6024999	5974999	100000	416	11175	8	566	25443	416.000000	11175.000000	8.000000	566.000000
CEN2	Chr2	5950000	6049999	5999999	100000	408	12010	9	576	26825	408.000000	12010.000000	9.000000	576.000000
CEN2	Chr2	5975000	6074999	6024999	100000	496	12491	9	625	28284	496.000000	12491.000000	9.000000	625.000000
CEN2	Chr2	6000000	6099999	6049999	100000	583	11977	8	617	27150	583.000000	11977.000000	8.000000	617.000000
CEN2	Chr2	6025000	6124999	6074999	100000	591	11029	9	627	26076	591.000000	11029.000000	9.000000	627.000000
CEN2	Chr2	6050000	6149999	6099999	100000	609	10787	8	636	25916	609.000000	10787.000000	8.000000	636.000000
CEN2	Chr2	6075000	6174999	6124999	100000	607	11153	9	674	27220	607.000000	11153.000000	9.000000	674.000000
CEN2	Chr2	6100000	6199999	6149999	100000	583	10757	7	682	27070	583.000000	10757.000000	7.000000	682.000000
CEN2	Chr2	6125000	6224999	6174999	100000	551	9175	8	586	23238	551.000000	9175.000000	8.000000	586.000000
CEN2	Chr2	6150000	6249999	6199999	100000	571	8738	13	590	23037	571.000000	8738.000000	13.000000	590.000000
CEN2	Chr2	6175000	6274999	6224999	100000	552	7695	18	526	20882	552.000000	7695.000000	18.000000	526.000000
CEN2	Chr2	6200000	6299999	6249999	100000	639	7740	25	544	21597	639.000000	7740.000000	25.000000	544.000000
CEN2	Chr2	6200001	6300000	6250000	100000	639	7740	25	544	21597	639.000000	7740.000000	25.000000	544.000000
CEN3	Chr3	14000000	14099999	14049999	100000	845	7680	28	576	22235	845.000000	7680.000000	28.000000	576.000000
CEN3	Chr3	14025000	14124999	14074999	100000	679	8289	22	575	23323	679.000000	8289.000000	22.000000	575.000000
CEN3	Chr3	14050000	14149999	14099999	100000	752	9601	20	590	25670	752.000000	9601.000000	20.000000	590.000000
CEN3	Chr3	14075000	14174999	14124999	100000	605	10491	15	628	27229	605.000000	10491.000000	15.000000	628.000000
CEN3	Chr3	14100000	14199999	14149999	100000	617	11582	14	661	29075	617.000000	11582.000000	14.000000	661.000000
CEN3	Chr3	14125000	14224999	14174999	100000	623	11393	13	641	28750	623.000000	11393.000000	13.000000	641.000000
CEN3	Chr3	14150000	14249999	14199999	100000	643	11065	11	627	28261	643.000000	11065.000000	11.000000	627.000000
CEN3	Chr3	14175000	14274999	14224999	100000	689	11936	12	587	28646	689.000000	11936.000000	12.000000	587.000000
CEN3	Chr3	14200000	14299999	14249999	100000	582	11847	12	553	27907	582.000000	11847.000000	12.000000	553.000000
CEN3	Chr3	14225000	14324999	14274999	100000	526	13070	13	570	29626	526.000000	13070.000000	13.000000	570.000000
CEN3	Chr3	14250000	14349999	14299999	100000	461	14208	11	581	30995	461.000000	14208.000000	11.000000	581.000000
CEN3	Chr3	14275000	14374999	14324999	100000	482	14171	12	594	31298	482.000000	14171.000000	12.000000	594.000000
CEN3	Chr3	14300000	14399999	14349999	100000	690	13606	17	592	30111	690.000000	13606.000000	17.000000	592.000000
CEN3	Chr3	14325000	14424999	14374999	100000	1468	12927	32	552	28078	1468.000000	12927.000000	32.000000	552.000000
CEN3	Chr3	14350000	14449999	14399999	100000	1667	12598	37	573	27891	1667.000000	12598.000000	37.000000	573.000000
CEN3	Chr3	14375000	14474999	14424999	100000	1527	12436	36	630	28798	1527.000000	12436.000000	36.000000	630.000000
CEN3	Chr3	14400000	14499999	14449999	100000	1785	13549	46	708	31539	1785.000000	13549.000000	46.000000	708.000000
CEN3	Chr3	14425000	14524999	14474999	100000	1526	14037	39	793	33729	1526.000000	14037.000000	39.000000	793.000000
CEN3	Chr3	14450000	14549999	14499999	100000	998	15212	33	842	36351	998.000000	15212.000000	33.000000	842.000000
CEN3	Chr3	14475000	14574999	14524999	100000	1177	15774	38	841	37109	1177.000000	15774.000000	38.000000	841.000000
CEN3	Chr3	14500000	14599999	14549999	100000	966	15020	33	804	35610	966.000000	15020.000000	33.000000	804.000000
CEN3	Chr3	14525000	14624999	14574999	100000	1004	14635	30	737	33999	1004.000000	14635.000000	30.000000	737.000000
CEN3	Chr3	14550000	14649999	14599999	100000	910	13680	23	654	31259	910.000000	13680.000000	23.000000	654.000000
CEN3	Chr3	14575000	14674999	14624999	100000	759	13323	19	593	29816	759.000000	13323.000000	19.000000	593.000000
CEN3	Chr3	14600000	14699999	14649999	100000	754	13764	18	570	30036	754.000000	13764.000000	18.000000	570.000000
CEN3	Chr3	14625000	14724999	14674999	100000	753	13666	18	571	29904	753.000000	13666.000000	18.000000	571.000000
CEN3	Chr3	14650000	14749999	14699999	100000	727	13432	17	585	29854	727.000000	13432.000000	17.000000	585.000000
CEN3	Chr3	14675000	14774999	14724999	100000	1533	12880	36	570	28302	1533.000000	12880.000000	36.000000	570.000000
CEN3	Chr3	14700000	14799999	14749999	100000	1623	12307	38	601	28188	1623.000000	12307.000000	38.000000	601.000000
CEN3	Chr3	14725000	14824999	14774999	100000	1872	13505	48	676	30909	1872.000000	13505.000000	48.000000	676.000000
CEN3	Chr3	14750000	14849999	14799999	100000	1823	13527	48	715	31361	1823.000000	13527.000000	48.000000	715.000000
CEN3	Chr3	14775000	14874999	14824999	100000	1179	14909	35	791	34754	1179.000000	14909.000000	35.000000	791.000000
CEN3	Chr3	14800000	14899999	14849999	100000	1051	15927	35	817	36597	1051.000000	15927.000000	35.000000	817.000000
CEN3	Chr3	14825000	14924999	14874999	100000	1020	14919	34	767	34556	1020.000000	14919.000000	34.000000	767.000000
CEN3	Chr3	14850000	14949999	14899999	100000	897	13900	27	726	32915	897.000000	13900.000000	27.000000	726.000000
CEN3	Chr3	14875000	14974999	14924999	100000	1026	11446	33	662	28616	1026.000000	11446.000000	33.000000	662.000000
CEN3	Chr3	14900000	14999999	14949999	100000	857	9377	26	587	24424	857.000000	9377.000000	26.000000	587.000000
CEN3	Chr3	14925000	15024999	14974999	100000	750	8010	22	541	21533	750.000000	8010.000000	22.000000	541.000000
CEN3	Chr3	14950000	15049999	14999999	100000	591	7453	16	509	19716	591.000000	7453.000000	16.000000	509.000000
CEN3	Chr3	14975000	15074999	15024999	100000	622	8121	16	519	20955	622.000000	8121.000000	16.000000	519.000000
CEN3	Chr3	15000000	15099999	15049999	100000	548	8507	10	543	22217	548.000000	8507.000000	10.000000	543.000000
CEN3	Chr3	15025000	15124999	15074999	100000	649	9209	13	583	24131	649.000000	9209.000000	13.000000	583.000000
CEN3	Chr3	15050000	15149999	15099999	100000	683	9857	14	626	26301	683.000000	9857.000000	14.000000	626.000000
CEN3	Chr3	15075000	15174999	15124999	100000	636	10399	11	656	27957	636.000000	10399.000000	11.000000	656.000000
CEN3	Chr3	15100000	15199999	15149999	100000	546	10762	10	654	28307	546.000000	10762.000000	10.000000	654.000000
CEN3	Chr3	15125000	15224999	15174999	100000	548	10445	11	637	27694	548.000000	10445.000000	11.000000	637.000000
CEN3	Chr3	15150000	15249999	15199999	100000	384	10456	6	642	27609	384.000000	10456.000000	6.000000	642.000000
CEN3	Chr3	15175000	15274999	15224999	100000	406	10143	8	642	26650	406.000000	10143.000000	8.000000	642.000000
CEN3	Chr3	15200000	15299999	15249999	100000	406	10282	7	658	27260	406.000000	10282.000000	7.000000	658.000000
CEN3	Chr3	15225000	15324999	15274999	100000	424	10345	8	664	27116	424.000000	10345.000000	8.000000	664.000000
CEN3	Chr3	15250000	15349999	15299999	100000	458	10719	9	697	28502	458.000000	10719.000000	9.000000	697.000000
CEN3	Chr3	15275000	15374999	15324999	100000	400	10878	7	732	29186	400.000000	10878.000000	7.000000	732.000000
CEN3	Chr3	15300000	15399999	15349999	100000	373	10887	8	761	29343	373.000000	10887.000000	8.000000	761.000000
CEN3	Chr3	15325000	15424999	15374999	100000	395	11721	7	821	31561	395.000000	11721.000000	7.000000	821.000000
CEN3	Chr3	15350000	15449999	15399999	100000	345	12164	5	839	32176	345.000000	12164.000000	5.000000	839.000000
CEN3	Chr3	15375000	15474999	15424999	100000	408	12060	5	824	31683	408.000000	12060.000000	5.000000	824.000000
CEN3	Chr3	15400000	15499999	15449999	100000	437	11880	6	805	31038	437.000000	11880.000000	6.000000	805.000000
CEN3	Chr3	15425000	15524999	15474999	100000	491	12033	6	805	31367	491.000000	12033.000000	6.000000	805.000000
CEN3	Chr3	15450000	15549999	15499999	100000	479	12021	5	804	31311	479.000000	12021.000000	5.000000	804.000000
CEN3	Chr3	15475000	15574999	15524999	100000	426	12490	4	832	32465	426.000000	12490.000000	4.000000	832.000000
CEN3	Chr3	15500000	15599999	15549999	100000	496	12794	7	852	33270	496.000000	12794.000000	7.000000	852.000000
CEN3	Chr3	15525000	15624999	15574999	100000	466	13045	8	853	33955	466.000000	13045.000000	8.000000	853.000000
CEN3	Chr3	15550000	15649999	15599999	100000	437	12678	10	845	33539	437.000000	12678.000000	10.000000	845.000000
CEN3	Chr3	15575000	15674999	15624999	100000	365	12192	10	827	32867	365.000000	12192.000000	10.000000	827.000000
CEN3	Chr3	15600000	15699999	15649999	100000	344	11909	7	813	32496	344.000000	11909.000000	7.000000	813.000000
CEN3	Chr3	15600001	15700000	15650000	100000	344	11909	7	813	32495	344.000000	11909.000000	7.000000	813.000000
CEN4	Chr4	4800000	4899999	4849999	100000	431	14517	6	1010	39584	431.000000	14517.000000	6.000000	1010.000000
CEN4	Chr4	4825000	4924999	4874999	100000	545	15149	8	1007	40627	545.000000	15149.000000	8.000000	1007.000000
CEN4	Chr4	4850000	4949999	4899999	100000	616	15077	11	1026	40947	616.000000	15077.000000	11.000000	1026.000000
CEN4	Chr4	4875000	4974999	4924999	100000	690	15273	10	1055	41636	690.000000	15273.000000	10.000000	1055.000000
CEN4	Chr4	4900000	4999999	4949999	100000	790	14681	13	1053	40782	790.000000	14681.000000	13.000000	1053.000000
CEN4	Chr4	4925000	5024999	4974999	100000	714	14963	12	1051	41655	714.000000	14963.000000	12.000000	1051.000000
CEN4	Chr4	4950000	5049999	4999999	100000	595	14436	11	964	39492	595.000000	14436.000000	11.000000	964.000000
CEN4	Chr4	4975000	5074999	5024999	100000	640	13050	14	873	35650	640.000000	13050.000000	14.000000	873.000000
CEN4	Chr4	5000000	5099999	5049999	100000	666	12172	18	870	34353	666.000000	12172.000000	18.000000	870.000000
CEN4	Chr4	5025000	5124999	5074999	100000	674	11591	19	875	33287	674.000000	11591.000000	19.000000	875.000000
CEN4	Chr4	5050000	5149999	5099999	100000	665	12200	20	979	36136	665.000000	12200.000000	20.000000	979.000000
CEN4	Chr4	5075000	5174999	5124999	100000	664	12967	20	1072	39882	664.000000	12967.000000	20.000000	1072.000000
CEN4	Chr4	5100000	5199999	5149999	100000	657	13109	18	1029	39434	657.000000	13109.000000	18.000000	1029.000000
CEN4	Chr4	5125000	5224999	5174999	100000	662	12538	14	951	36819	662.000000	12538.000000	14.000000	951.000000
CEN4	Chr4	5150000	5249999	5199999	100000	640	11637	14	857	33337	640.000000	11637.000000	14.000000	857.000000
CEN4	Chr4	5175000	5274999	5224999	100000	565	11072	10	811	31572	565.000000	11072.000000	10.000000	811.000000
CEN4	Chr4	5200000	5299999	5249999	100000	541	10745	6	808	32026	541.000000	10745.000000	6.000000	808.000000
CEN4	Chr4	5225000	5324999	5274999	100000	664	10761	12	848	34328	664.000000	10761.000000	12.000000	848.000000
CEN4	Chr4	5250000	5349999	5299999	100000	670	10845	14	899	36098	670.000000	10845.000000	14.000000	899.000000
CEN4	Chr4	5275000	5374999	5324999	100000	586	10557	12	874	34632	586.000000	10557.000000	12.000000	874.000000
CEN4	Chr4	5300000	5399999	5349999	100000	760	11492	16	927	35559	760.000000	11492.000000	16.000000	927.000000
CEN4	Chr4	5325000	5424999	5374999	100000	676	12166	15	940	35200	676.000000	12166.000000	15.000000	940.000000
CEN4	Chr4	5350000	5449999	5399999	100000	623	13084	12	944	35850	623.000000	13084.000000	12.000000	944.000000
CEN4	Chr4	5375000	5474999	5424999	100000	534	13775	8	962	36929	534.000000	13775.000000	8.000000	962.000000
CEN4	Chr4	5400000	5499999	5449999	100000	426	13105	7	928	35539	426.000000	13105.000000	7.000000	928.000000
CEN4	Chr4	5425000	5524999	5474999	100000	543	12598	12	936	35185	543.000000	12598.000000	12.000000	936.000000
CEN4	Chr4	5450000	5549999	5499999	100000	609	12572	13	945	35646	609.000000	12572.000000	13.000000	945.000000
CEN4	Chr4	5475000	5574999	5524999	100000	682	13200	15	969	37149	682.000000	13200.000000	15.000000	969.000000
CEN4	Chr4	5500000	5599999	5549999	100000	717	14447	16	1004	39574	717.000000	14447.000000	16.000000	1004.000000
CEN4	Chr4	5525000	5624999	5574999	100000	662	15414	11	1006	40491	662.000000	15414.000000	11.000000	1006.000000
CEN4	Chr4	5550000	5649999	5599999	100000	565	15738	12	1002	40300	565.000000	15738.000000	12.000000	1002.000000
CEN4	Chr4	5575000	5674999	5624999	100000	483	16017	12	1006	40430	483.000000	16017.000000	12.000000	1006.000000
CEN4	Chr4	5600000	5699999	5649999	100000	470	15210	13	1001	39063	470.000000	15210.000000	13.000000	1001.000000
CEN4	Chr4	5625000	5724999	5674999	100000	548	14067	14	956	37082	548.000000	14067.000000	14.000000	956.000000
